,id,document,labels
177,177,"또한, 에너지 물가도 그들에게 매우 중요합니다. 사실, 빈곤을 줄이기 위해 한 가지 가격을 낮출 수 있다면, 대부분 에너지를 선택할 것입니다. 현재, 에너지는 지속적으로 낮은 가격을 유지하고 있습니다. 실제로 선진 사회는 에너지 발달에 기반을 두고 있습니다. 석탄 혁명이 산업 혁명을 일으켰으며, 심지어 1900년대에도 전기 가격이 급속히 하락했기 때문에 지금 우리가 냉장고와 에어컨을 쓸 수 있고, 현대적인 물건을 만들고 이처럼 많은 일을 할 수 있게 된 것입니다. 또한 풍부한 전기를 사용하는 멋진 상황에 놓여 있죠. 하지만, 전기를 더 싸게 만들고자 할 때, 예를 들면, 현재의 절반 가격으로 전기를 생산하려면 새로운 제약을 마주하게 되는데, 바로 이산화탄소(CO2)와 관련이 있습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
178,178,"CO2는 지구를 덥게 만들죠. CO2가 하는 일은 매우 간단명료 합니다. 배출된 CO2를 합해 놓고 보면, 기온 상승을 유발 한다는 것을 알수 있고, 기온 상승은 여러가지 매우 부정적인 효과를 몰고옵니다. 날씨에 미치는 영향과 더불어 어쩌면 그보다 더한 자연 생태계가 감당할 수 없는 수준 이상의 급격한 변화와 같은 간접적인 영향을 몰고오고 그로인해 생태계가 붕괴될 것입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
179,179,"자, CO2 발생량의 증가가 일어났을때 그 중 얼마가 기온변화에 영향을 미치고 또 얼마나 긍정적인 영향이 있는지에 대해서 확신할 수 없는 점이 없지는 않지만, 그리 많지는 않습니다. 부정적인 효과 정확히 얼마인지 헤아릴 수는 없지만, 매우 나쁠 것임에 틀림 없습니다. 저명한 과학자들에게 수차례 물어보았습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
180,180,"정말로 탄소 배출을 거의 0에 가깝게 줄여야 하나요? 이나 만 줄이는 것으로는 안 될까요? 그 대답은 탄소를 조금이라도 배출한다면, 온도도 계속 상승할 것이라는 것이었습니다. 그래서 큰 난제입니다. 3.7 m 트럭으로 3 m 다리 밑을 통과하려 할 때와는 또 다른 상황입니다. 그럴 땐, 머리를 조금 굽히면 통과할 수 있죠. 여기서는 배출이 제로가 되어야 하는 것입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
181,181,"지금, 우리는 매년 260억 톤 이상의 이산화탄소를 배출하고 있습니다. 미국인 1인당 20 톤 정도를 배출합니다. 빈곤국의 사람들은 1 톤 이하를 배출합니다. 지구 전체 인구로 환산하면, 1인당 5 톤 정도 되죠. 우리는 어떤 식으로든지 이 수치를 0으로 만들어야 합니다. 지속적으로 더 많이 배출해 왔습니다. 다양한 경제 변화들도 그 수준을 유지시키는데 그쳤습니다. 우리는 급한 상향곡선을 그리고 있는 배출량을 하향곡선을 그리게 해야하고 최종적으로는 0으로 만들어야 합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
182,182,"이 공식에는 네 가지 요소가 있습니다. 일종의 곱하기죠. 좌변에 있는 CO2를 0으로 만들고자 합니다. 이것은 사람 수를 기반으로 수행되죠. 각 개인이 평균적으로 이용하는 서비스에, 각 서비스에 평균적으로 필요한 에너지와 단위 에너지당 생산되는 CO2로 계산됩니다. 이제 각 요소를 살펴보고, 어떻게 0으로 만들 수 있을까 알아보죠. 아마도 이 중에는 거의 0에 가깝게 할 수 있는 것도 있을 겁니다. 고등학교 수학 시간으로 돌아가서 한 번 살펴 봅시다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
183,183,"첫번째는 인구입니다. 현재 지구에는 68억이 살고 있죠. 이 수치는 90억까지 늘어날 것입니다. 우리가 정말로 훌륭하게 새로운 백신, 보건, 출산 의료 서비스의 과업을 잘 해낸다면, 10-15%까지 낮출 수 있겠죠. 하지만, 여전히 1.3 배 정도 증가합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
184,184,"둘째 , 우리가 사용하는 서비스입니다. 여기에는 모든 것들, 우리가 섭취하는 음식, 의복, TV, 난방 등이 포함됩니다. 이것들은 좋은 것으로서, 빈곤을 퇴치하는 것은 이런 서비스를 지구상 대부분 사람들에게 제공한다는 의미입니다. 이 수치를 늘리는 것은 멋진 일이죠. 아마도 상위 10억에 달하는 부유한 국가에서 서비스 이용을 줄이거나 낮출 수 있겠지만, 평균적으로 매년 이 수치는 증가하고 있습니다.","[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
185,185,"또한 모두에게 필요한 서비스가 충족되기 위해서는 두 배 이상이 되어야 합니다. 이 곳에서는 아주 기초적인 서비스만 겨우 누리고 있습니다. 여러분은 숙제를 하기 위해 전등을 밝힐 수 있을 것이지만, 실제, 이 아이들은 그럴 수 없죠. 그래서 밖으로 나가 가로등 아래에서 숙제를 합니다.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
186,186,"셋째, 효율 E를 봅시다. 개별 서비스에 필요한 에너지에서 마침내 좋은 소식을 찾을 수 있습니다. 우리는 이 수치를 증가시키지 않는 방법을 알고 있습니다. 불을 밝히는 여러 발명과 새로운 방식과 다른 종류의 차와 건물을 이용할 수 있습니다. 현상태를 유지하면서, 개인적인 서비스에 대해 에너지 사용을 90%까지 줄일 수 있는 많은 서비스들이 존재하고 있습니다. 비료를 만드는 것과 항공 수송처럼 개선의 여지가 아주 미미한 서비스도 물론 존재합니다. 그래서 모두 놓고 보면, 우리가 낙관적으로 생각해 본다면, 세배 혹은 여섯배 까지도 줄여낼 수 있습니다. 하지만 현재까지 세 가지 요소를 고려한 결과, 이미 260억 톤을 넘어선 배출은 잘해야 130억 톤 정도밖에 못 줄입니다. 배출을 완전히 없앨 수는 없죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
187,187,"자 이제 네 번째 항목을 봅시다. 이것이 바로 핵심 요소로서 단위 에너지당 배출되는 CO2 양입니다. 여기서 던져야 할 질문은 이것 입니다. 이것을 0으로 만드는게 가능할까요? 석탄을 태운다면, 불가능하죠. 천연가스도 불가능합니다. 부상하고 있는 신재생에너지와 원자력을 제외한 현재 전기를 생산하는 거의 모든 방법은 CO2를 배출하죠. 그리고 우리는 전 세계적으로 새로운 시스템을 만들 필요성이 있습니다. 에너지 기적이 필요하죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
188,188,"제가 기적이란 말을 썼지만, 불가능하다는 의미는 아닙니다. 마이크로프로세스는 기적입니다. PC도 기적이죠. 인터넷과 그 서비스도 기적입니다. 여기 계신 사람들도 많은 기적을 창출하는데 참여해 왔죠. 대개의 경우 언제까지 기적을 일으켜야만 한다라는 데드라인은 없습니다. 일반적으로는 두고 보다보면 어떤 것은 되고 어떤 것은 안되게 말이죠. 하지만 이 일에는 최고의 속도로 매우 빠듯한 일정에 맞춰 기적을 이루어 내야 합니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
189,189,"저는 어떻게 하면 이런 내용을 잘 포착해서 보여드릴수 있을까 생각했습니다. 사람의 상상력을 끌어낼 수 있는 어떤 자연스러운 묘사나, 좋은 사례가 있을까요? 1년 전에 제가 모기들을 데려왔을때 사람들이 의외로 좋아하던게 생각났습니다. (웃음) 모기와 함께 살아가야만 하는 사람들이 있다는걸 몸소 느끼게 해주었죠. 에너지에 대해서는 이것 밖에 생각나는 것이 없었습니다. 올해는 반딧불들을 놓아주는게 제가 환경에 기여할 수 있는 일이란 생각을 했습니다. 그래서 여기 자연그대로인 반딧불을 좀 데려왔습니다. 물지 않는 다고 알고 있어요. 그리고 뭐 사실, 유리병 밖으로 나올지 아닐지도 모르겠습니다. (웃음)","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]"
190,190,"자, 말하자면 이것 처럼 눈길을 끌만한 장난은 칠수 있지만 장난이 많은 일을 해내지는 못합니다. 하나 혹은 여러 개의 엄청난 규모와 엄청난 신뢰성을 가진 해결책이 필요합니다. 사람들이 많은 방향을 모색하고 있다고 하지만, 제가 볼 때 이 수치를 달성할 수 있는 것은 5개 뿐입니다. 그 중에 조력, 지열, 핵융합, 바이오연료는 제외했죠. 이것들도 어느 정도 기여할 수 있을 것이고, 제 예상보다 훨씬 더 많이 기여할 수도 있을 것이지만, 제 핵심은 우리가 지금 이 다섯 가지를 동시에 모두 추진해야 한다는 것입니다. 쉽지 않아 보인다는 이유로, 모두 큰 도전과제가 있다는 이유로 이 중 어떤 것도 포기할 수는 없다는 것입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
191,191,"먼저 화석연료를 살펴 보자면, 석탄이나 천연가스를 태울 수 있습니다. 무엇을 해결해야 할까요? 쉬워 보이지만 실제로 그렇지는 않습니다. 연소 후에 나오는 모든 CO2를 수거해야 합니다. 압축하고 액화시킨 후 어딘가에 저장한 후, 그대로 머물러 주기를 바라는 거죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
192,192,"현재 60-80% 수준으로 CO2를 제거하는 실증 플랜트가 존재하지만, 완전히 제거하는 것은 매우 어려운 일이며, 어디에 CO2를 저장할 지 합의하는 것도 어렵습니다. 장기적인 문제는 그 중에서도 가장 어려운 문제입니다. 누가 장담할 수 있을까요? 그 누가 핵폐기물 같은 종류의 폐기물보다 글자그대로 수십억배 규모의 것을 누가 보장할 수 있을까요? 양이 많기 때문에 그래서 힘듭니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
193,193,"그 다음은 원자력입니다. 원자력도 큰 문제가 세가지 있습니다. 특히 규제가 많은 나라에서는 비용이 많이 듭니다. 다음은 안전 문제로서 사람이 원자로를 조종하더라도 별 탈이 없을 것이라는 신뢰와 핵연료를 무기로 전용하지 않을 것이라는 보장입니다. 마지막은 폐기물 처리를 어떻게 할 것인가입니다. 아직 그 양이 매우 많은 것은 아니지만, 많은 우려가 존재합니다. 사람들은 폐기물에 대해서도 안심할 수 있어야 하죠. 이 해결 될지도 모를 세 가지 난제들이 있고, 우리는 꼭 노력해야만 합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
194,194,"다섯가지중 마지막 세가지는 하나로 묶어보았습니다. 이것은 사람들이 흔히 신재생 에너지라고 부르는 것입니다. 연료가 필요없다는 장점에도 불구하고 몇 가지 단점이 있습니다. 하나는 기존 발전소 하나에도 못 미칠 정도로 이 기술의 에너지 밀도가 낮다는 것입니다. 평방 마일 당 얼마나 많은 면적이 필요한가를 고려할 때, 보통의 발전소보다 수천 배 많은 지역이 필요합니다. 또한 간헐적으로 얻을 수 있는 에너지입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
195,195,"태양은 하루 종일 떠 있지 않고 햇빛도 매일 볼 수 없습니다. 바람도 비슷해서 항상 부는 것은 아니죠. 따라서 이 에너지를 쓰기로 한다면, 에너지를 얻을 수 없는 기간 동안 대체할 수 있는 별도의 에너지원이 있어야 합니다. 또한 막대한 비용이 드는 대목이 있죠. 바로 송전에 관한 문제입니다. 이 에너지원이 외국에 있다면, 기술적인 문제뿐만 아니라 어떻게 에너지를 끌어올 것인가에 대한 리스크를 감당해야 합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
196,196,"마지막은 저장 문제입니다. 공간적인 계산을 위해서 현재 입수할 수 있는 모든 종류의 배터리를 살펴보았습니다. 자동차, 컴퓨터, 전화기, 전등을 포함해 모든 종류의 배터리와 세계가 이용하는 전기 에너지의 양과 비교한 것이죠. 제가 발견한 것은 현재 만들고 있는 모든 배터리를 동원해도 저장할 수 있는 에너지는 채 10분도 사용할 수 없는 양이었습니다. 바로 이 점에서 큰 돌파구가 필요합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
197,197,"우리가 현재 가진 것보다 백 배 이상 앞선 접근이 있어야 한다는 것입니다. 불가능하진 않겠지만, 매우 쉬운 것도 아닙니다. 자 이제 이 간헐적인 에너지원을 20-30% 가까이 이용한다고 가정해 볼 때 필요한 것이 이 정도 입니다. 100% 이용한다고 했을 때는 믿을 수 없을 정도로 기적적인 배터리가 필요하단 말이죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
198,198,"자 이제 다시 살펴 봅시다. 어떻게 하는 것이 올바른 접근일까요? 맨하튼 프로젝트? 무엇이 가능하게 만들었을까요? 이 일에 전념하는 수백 개 이상의 기업이 필요합니다. 다섯 가지 접근법에 대해 적어도 각각 100 명은 필요합니다. 그 중 대부분을 보고 미쳤다고 말할 지도 모릅니다. 그건 좋습니다. 여기 TED에 오시는 분들을 생각해보면, 이미 많은 사람들이 이 일에 참여하고 있습니다. 빌 그로스(Bill Gross)는 태양 열 기술에 뛰어난 eSolar를 비롯해서 여러 기업을 운영하고 있죠.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
199,199,"비노드 코슬라(Vinod Khosla)도 멋진 일을 하고 잠재력이 있는 수십개의 기업에 투자를 하고 있습니다. 저도 그들을 지원하려 합니다. 놀라시겠지만, 네이튼 마이르볼드(Nathan Myhrvold)와 저는 원자력을 통한 해결책을 모색하는 기업을 지원하고 있습니다. 원자력 분야의 혁신 기술 중에 모듈화와 액화기술이 있습니다. 사실상 원자력 분야의 혁신은 아주 오래 전에 중단되었었죠. 따라서 이 혁신을 둘러싼 생각이 엄청나게 놀라운 것은 아닙니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
200,200,"테라파워(Terrapower)는 우라늄 연료의 1 퍼센트를 차지하는 U235를 연소하는 대신 나머지 99%인 U238을 연소하기로 한 것입니다. 꽤 굉장한 생각이죠. 실제로 오래 전에 이에 관해 논의한 사람들이 있었지만, 실제 동작 여부를 적절하게 시뮬레이션한 적은 없었죠. 하지만 최신 슈퍼컴퓨터가 등장함으로써, 이제는 시뮬레이션을 할 수 있게 되었습니다. 네 그 결과, 알맞은 재료를 사용한다면, 가능성이 있는 것으로 보였습니다.","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
201,201,"연료를 99%까지 연소시킬 수 있다면, 비용면에서 엄청난 향상을 볼 수 있죠. 그리고 현재 원자로에서 배출된 방사성 폐기물을 실제 연료로 사용할 수 있습니다. 쓰레기를 연료화하는 것이죠. 폐기물을 걱정하는 대신에 연료로 사용하면 됩니다. 멋진 일이죠. 우라늄으로 숨을 쉬는 것과 같습니다. 촛불과 같은 원리죠. 저기 통나무 같은 것은, 종종 트레블링 웨이브 원자로라고 불리는 것입니다. 연료 관점에서 이것은 문제를 실제로 해결하는 것이죠. 켄터키에서 찍은 사진입니다. 99%에 해당하는 이 원전 부산물은 현재 가동 중인 원자로에서 연소된 것입니다. 열화우라늄이라고 부르죠. 이것으로 미국 전체에 수백년 동안 에너지를 공급할 수 있습니다. 또한 해수를 저렴한 방식으로 필터링할 경우, 앞으로 남은 지구의 수명 동안 필요한 연료를 얻을 수 있습니다.","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
202,202,"아다시피 많은 산적한 문제가 있지만, 이것은 우리가 앞으로 추진해야 할 수백 가지의 제안들 중 한 예라고 할 수 있습니다. 우리 스스로의 성과를 어떻게 평가해야 할지 생각해봅시다. 우리의 성과 보고서는 어떤 모습일까요? 우리가 도달해야하는 목표지점으로 미리가서 중간 정도 되는 지점을 살펴보기로 하죠. 2050년까지 80퍼센트 감축을 해야한다고 여기저기서 말하는 걸 들어보셨을겁니다. 그 지점까지 도달하는 것은 매우 중요합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
203,203,"나머지 20퍼센트는 가난한 나라에서 일어나는 일들에 의해서 여전히 발생할 것입니다 여전히 농업이 조금 남아있습니다. 정화된 삼림과 시멘트를 얻게 된다면 하는 바램입니다. 그래서 80%에 도달하기 위해서는 중국과 같은 국가를 포함한 선진국들이 전기발전 방식을 모두 교체해야 할 것입니다. 모든 선진국들이 탄소를 배출하지 않는 기술을 채택한 발전 설비를 가동하게 될 것이며, 다른 지역에서도 유사한 작업이 추진될 것입니다. 이것은 엄청나게 중요합니다. 그것이 2050 성과 보고서의 핵심내용이라고 할 수 있을 것입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
204,204,"그럼 여기서 조금 더 가까운 미래로 돌아가서, 2020년 성과 보고서는 어떤 모습이어야 할까요? 이미 언급했듯이, 두가지를 이뤄내야 합니다. 우리는 이런 효율성을 높이는 방법들로 배출량 감축을 시작해야 합니다. 적게 배출할 수록 CO2의 총배출량은 줄어듭니다. 그리고 그로 인해 온도가 낮아지게 되는 거죠. 하지만 어떤 면에 있어서는, 대규모 감축까지는 이르지 못하는 것들을 해나가면서 중간 지점까지 에서 얻는 것은 우리가 해야만 하는 다른 것들, 혁신적인 돌파구를 마련하는 것들 만큼이나 중요합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
